said_by,info,ticker_cd,Org Name
said_by,info,ticker_cd,Org Name
Operator,"Ladies and gentlemen, good day, and welcome to the Arvind Fashions Limited Q4 FY ’23 Earnings Conference Call. [Operator Instructions] Please note that this conference is being recorded.",ARVINDFASN,ARVIND FASHIONS LTD 
Operator,"I now hand the conference over to Mr. Ankit Arora, Head of Investor Relations. Thank you, and over to you, sir.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,"Thanks, Rico. Hello. Welcome, everyone, and thank you for joining us on Arvind Fashions Limited earnings conference call for the fourth quarter and fiscal year ended March 31, 2023. I’m joined here today by Kulin Lalbhai, Vice Chairman and Non-Executive Director; Shailesh Chaturvedi, Managing Director and CEO; and Girdhar Chitlangia, our Chief Financial Officer.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,"Please note that results, press release and earnings presentation had been mailed across to you yesterday, and these are also now available on our website www.arvindfashions.com. I hope you had the opportunity to browse through the highlights of the performance. We’ll commence the call today with Kulin providing his key thoughts on our business performance for the fourth quarter and full year. He will be followed by Shailesh, who will share insights into key highlights and financial performance for our fourth quarter and full year. At the end of the management discussion, we will have a Q&A session.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,"Before we start, I would like to remind you that some of the statements made or discussed on this call today may be forward-looking in nature and must be viewed in conjunction with risks and uncertainties we face. A detailed statement of these risks is available in this quarter’s earnings presentation. The company does not undertake to update these forward-looking statements publicly.",ARVINDFASN,ARVIND FASHIONS LTD 
Ankit Arora — Head of Investor Relations,"With that said, I would now turn the call over to Kulin to share his views. Thank you, and over to you, Kulin.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Thanks, Ankit. A very good afternoon to you all. Thank you for joining us for the Q4 results. We are very pleased with the strong operational performance this quarter. Despite tough market conditions, the company was able to register a growth of 24% in revenues and 45% in EBITDA. This was made possible by strong like-for-like growth and sell-throughs, which led to a significant GP expansion.",ARVINDFASN,ARVIND FASHIONS LTD 
Kulin Lalbhai — Vice Chairman and Non-Executive Director,"Over the past two years, we have focused extensively on re-energizing our brand franchises and those efforts are now clearly bearing fruit. FY ’23 has been an exceptional year for AFL. Our sales grew by 45%, adding more than INR1,350 crores to the top line. Growth in EBITDA was far higher at 100%. Overall, EBITDA margins increased by 330 basis points. The key drivers for this significant expansion in EBITDA are increased sell-throughs and productivity in our retail channel the turnaround in Arrow profitability and operating leverage due to a much larger scale.",ARVINDFASN,ARVIND FASHIONS LTD 
